"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0400000US12","Florida","8966402","20449","5.4","0.2","3.3","0.1","6.4","0.2","7.4","0.2","11.2","0.2","17.4","0.3","13.2","0.2","17.2","0.3","8.0","0.2","10.6","0.2","73311","577","103634","703","38.0","(X)","(X)","(X)","(X)","(X)","5802895","29348","3.3","0.2","1.6","0.1","4.1","0.2","5.8","0.2","9.8","0.3","17.2","0.3","14.4","0.3","20.3","0.4","10.0","0.2","13.5","0.3","88238","938","120444","1006","(X)","(X)","40.0","(X)","(X)","(X)","4213940","30518","1.9","0.1","1.0","0.1","2.7","0.2","4.1","0.2","7.7","0.3","15.6","0.4","14.7","0.3","23.0","0.4","12.1","0.3","17.1","0.4","103336","813","138273","1263","(X)","(X)","(X)","(X)","(X)","(X)","3163507","33168","10.2","0.4","6.5","0.3","11.3","0.4","10.9","0.3","14.4","0.4","18.1","0.4","10.3","0.4","10.2","0.4","3.7","0.2","4.4","0.2","45957","527","67400","918","(X)","(X)","(X)","(X)","32.9","(X)",
"0400000US13","Georgia","4150138","14424","5.9","0.2","3.6","0.2","6.8","0.2","6.9","0.3","10.7","0.3","16.4","0.4","12.7","0.3","17.5","0.4","8.6","0.2","11.0","0.3","74632","833","103146","991","41.4","(X)","(X)","(X)","(X)","(X)","2735185","21395","3.8","0.3","1.8","0.2","4.5","0.2","5.4","0.3","9.6","0.3","15.9","0.4","13.4","0.4","20.5","0.5","10.8","0.3","14.5","0.3","91058","902","121214","1172","(X)","(X)","43.2","(X)","(X)","(X)","1925665","17586","1.6","0.2","0.8","0.1","2.6","0.2","3.5","0.2","7.0","0.4","14.2","0.5","13.9","0.4","23.9","0.6","13.5","0.4","19.0","0.5","111443","942","143275","1561","(X)","(X)","(X)","(X)","(X)","(X)","1414953","18892","10.9","0.5","7.2","0.4","11.7","0.5","10.1","0.5","13.7","0.6","17.7","0.7","10.7","0.5","10.7","0.5","3.7","0.3","3.6","0.3","45317","919","63562","1135","(X)","(X)","(X)","(X)","36.6","(X)",
"0400000US15","Hawaii","493898","5757","4.6","0.5","2.9","0.3","5.0","0.6","5.2","0.6","7.6","0.7","14.2","0.8","12.5","0.7","19.8","0.9","11.4","0.7","17.0","0.7","95322","2478","124713","2503","38.1","(X)","(X)","(X)","(X)","(X)","336748","6009","2.5","0.5","1.2","0.3","2.9","0.4","4.2","0.6","6.4","0.8","13.0","1.0","13.0","0.9","22.3","1.3","14.4","0.9","20.2","0.9","113856","1975","140701","3100","(X)","(X)","39.8","(X)","(X)","(X)","248739","4846","1.3","0.3","0.8","0.3","1.8","0.5","3.1","0.6","5.4","0.8","10.8","0.9","12.4","1.0","23.8","1.4","16.4","1.1","24.2","1.2","128308","3720","156914","3985","(X)","(X)","(X)","(X)","(X)","(X)","157150","5242","10.1","1.3","6.6","0.9","10.5","1.5","8.2","1.2","11.3","1.3","17.4","1.4","11.4","1.1","14.0","1.4","4.7","0.7","5.8","0.8","53331","3017","76040","3453","(X)","(X)","(X)","(X)","31.3","(X)",
"0400000US16","Idaho","733244","4856","3.9","0.4","2.7","0.3","6.1","0.4","7.3","0.6","11.5","0.6","18.6","0.7","14.2","0.7","18.7","0.8","8.5","0.5","8.6","0.5","74942","1126","98653","1599","34.4","(X)","(X)","(X)","(X)","(X)","510562","6792","2.3","0.4","1.0","0.2","3.0","0.4","5.0","0.5","10.1","0.6","18.2","0.8","16.1","0.9","23.0","1.1","10.2","0.6","10.9","0.6","91098","1476","114190","2060","(X)","(X)","35.0","(X)","(X)","(X)","408624","7089","1.4","0.3","0.7","0.2","2.1","0.4","3.8","0.5","8.0","0.6","17.5","0.9","16.9","1.1","24.8","1.1","11.9","0.8","12.8","0.8","99346","1778","124695","2493","(X)","(X)","(X)","(X)","(X)","(X)","222682","5848","8.1","1.0","6.6","0.8","13.7","1.1","13.2","1.2","15.5","1.5","19.4","1.5","9.8","1.1","8.0","0.8","2.9","0.6","2.7","0.5","42022","1485","57791","2015","(X)","(X)","(X)","(X)","31.6","(X)",
"0400000US17","Illinois","5071288","14337","5.6","0.2","3.4","0.2","5.9","0.2","6.5","0.2","10.0","0.2","15.7","0.3","12.4","0.3","18.1","0.3","9.6","0.2","12.6","0.3","80306","635","110930","1065","38.6","(X)","(X)","(X)","(X)","(X)","3133511","21829","3.0","0.2","1.6","0.2","3.5","0.2","4.6","0.2","8.2","0.2","14.7","0.4","13.1","0.3","21.6","0.4","12.6","0.3","17.0","0.4","101886","841","134394","1451","(X)","(X)","41.4","(X)","(X)","(X)","2274511","18006","1.3","0.1","0.9","0.1","2.0","0.2","3.1","0.2","5.8","0.2","12.7","0.4","12.9","0.4","24.0","0.5","15.2","0.3","22.0","0.6","120927","1158","156689","1858","(X)","(X)","(X)","(X)","(X)","(X)","1937777","21570","10.3","0.5","6.5","0.4","10.3","0.4","10.2","0.4","13.6","0.5","17.6","0.6","11.0","0.5","11.6","0.4","4.1","0.3","4.8","0.3","48842","942","69009","1091","(X)","(X)","(X)","(X)","33.0","(X)",
"0400000US18","Indiana","2754881","9894","5.2","0.2","3.5","0.2","7.0","0.3","7.9","0.3","11.7","0.3","18.7","0.4","13.6","0.3","17.1","0.4","7.8","0.3","7.6","0.3","69477","808","91900","1015","34.6","(X)","(X)","(X)","(X)","(X)","1734567","14167","3.2","0.2","1.7","0.2","3.8","0.3","5.5","0.3","9.3","0.4","18.2","0.5","15.3","0.5","22.0","0.5","10.5","0.4","10.5","0.4","87851","1255","111042","1351","(X)","(X)","35.8","(X)","(X)","(X)","1287098","14624","1.3","0.2","0.7","0.1","2.0","0.2","3.4","0.3","6.9","0.3","16.9","0.5","16.4","0.5","25.9","0.6","13.0","0.5","13.3","0.5","103145","1148","127546","1561","(X)","(X)","(X)","(X)","(X)","(X)","1020314","13820","9.6","0.5","6.9","0.5","13.0","0.6","12.7","0.5","16.4","0.7","19.6","0.7","9.8","0.6","7.8","0.4","2.3","0.3","2.0","0.2","41309","620","55268","1077","(X)","(X)","(X)","(X)","31.5","(X)",
"0400000US19","Iowa","1337243","6646","4.2","0.3","3.3","0.2","6.8","0.4","8.0","0.4","12.2","0.5","17.8","0.5","14.1","0.5","17.8","0.5","8.3","0.3","7.5","0.4","71433","1135","93942","1404","32.1","(X)","(X)","(X)","(X)","(X)","819792","8707","2.1","0.2","1.2","0.2","3.5","0.4","4.9","0.4","9.2","0.5","17.3","0.6","16.2","0.6","23.0","0.7","11.8","0.5","10.7","0.6","92352","1200","115060","1966","(X)","(X)","33.1","(X)","(X)","(X)","644904","9283","0.8","0.2","0.7","0.1","2.0","0.3","3.3","0.3","7.0","0.4","15.4","0.6","16.8","0.7","26.7","0.7","14.1","0.6","13.0","0.7","105537","1250","129189","2374","(X)","(X)","(X)","(X)","(X)","(X)","517451","9011","8.3","0.7","6.8","0.5","12.4","0.8","13.2","0.7","17.9","0.9","18.8","0.9","10.0","0.6","8.2","0.6","2.3","0.3","2.1","0.3","42048","816","56970","1547","(X)","(X)","(X)","(X)","29.6","(X)",
"0400000US20","Kansas","1188340","5857","4.6","0.4","3.2","0.3","7.0","0.5","8.2","0.4","12.2","0.5","17.9","0.7","13.6","0.5","17.2","0.6","8.0","0.4","8.2","0.4","70333","1182","93781","1235","34.0","(X)","(X)","(X)","(X)","(X)","753460","8946","2.8","0.4","1.6","0.3","3.4","0.4","5.3","0.4","9.7","0.5","16.9","0.7","15.7","0.6","22.2","0.8","11.0","0.5","11.4","0.6","90492","1408","113966","1751","(X)","(X)","35.5","(X)","(X)","(X)","581346","7985","1.2","0.2","0.7","0.2","2.1","0.3","3.4","0.4","7.6","0.5","15.4","0.7","16.7","0.8","25.3","0.9","13.4","0.7","14.2","0.7","103964","1139","128868","2176","(X)","(X)","(X)","(X)","(X)","(X)","434880","8981","8.9","0.8","6.4","0.7","13.7","0.9","13.8","0.9","16.8","1.0","19.5","1.2","9.5","0.9","7.2","0.7","2.2","0.4","2.1","0.3","41087","893","54987","1617","(X)","(X)","(X)","(X)","30.2","(X)",
"0400000US21","Kentucky","1853603","7950","6.8","0.3","5.2","0.3","8.9","0.4","8.3","0.4","12.8","0.4","17.1","0.5","12.6","0.4","15.5","0.4","6.4","0.3","6.5","0.3","61118","653","83499","1191","34.8","(X)","(X)","(X)","(X)","(X)","1187553","12310","4.8","0.4","2.5","0.3","5.8","0.4","6.8","0.5","11.1","0.5","16.9","0.6","14.5","0.5","20.1","0.6","8.7","0.4","8.8","0.4","77935","1429","100215","1643","(X)","(X)","36.6","(X)","(X)","(X)","867100","12811","2.0","0.3","1.4","0.3","3.9","0.4","4.5","0.3","9.4","0.5","16.4","0.6","16.1","0.6","24.2","0.7","10.7","0.5","11.5","0.6","93544","1527","116971","1974","(X)","(X)","(X)","(X)","(X)","(X)","666050","10987","11.3","0.7","10.2","0.7","14.9","0.8","11.8","0.7","16.1","0.8","17.2","0.9","8.3","0.6","6.4","0.6","2.1","0.4","1.7","0.3","36323","803","49828","1276","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US22","Louisiana","1833915","8374","7.7","0.3","6.1","0.3","9.2","0.4","8.8","0.4","12.4","0.4","16.0","0.5","12.0","0.5","14.1","0.4","6.8","0.4","7.0","0.3","58229","1143","83303","1097","39.1","(X)","(X)","(X)","(X)","(X)","1152396","13580","4.8","0.4","3.2","0.4","6.1","0.4","7.3","0.4","11.3","0.6","16.8","0.6","14.1","0.7","17.7","0.6","9.2","0.5","9.7","0.4","75974","1263","101069","1456","(X)","(X)","42.0","(X)","(X)","(X)","767299","14241","1.7","0.3","1.1","0.2","3.4","0.4","4.9","0.4","8.9","0.5","16.1","0.7","15.9","0.8","22.1","0.7","12.4","0.8","13.5","0.6","96460","1852","123493","2161","(X)","(X)","(X)","(X)","(X)","(X)","681519","11845","13.6","0.8","11.8","0.8","15.0","0.9","11.6","0.6","14.6","0.8","14.8","0.8","7.5","0.7","6.8","0.6","2.3","0.4","2.0","0.4","32837","1214","49634","1881","(X)","(X)","(X)","(X)","33.4","(X)",
"0400000US23","Maine","616085","5376","4.4","0.5","3.6","0.4","7.0","0.5","7.0","0.6","11.3","0.6","17.4","0.9","13.4","0.8","19.4","0.8","7.7","0.5","8.8","0.6","73733","1699","97157","1893","35.1","(X)","(X)","(X)","(X)","(X)","375377","5997","2.5","0.4","1.6","0.4","3.3","0.4","4.3","0.6","10.3","0.8","17.6","0.9","15.2","0.9","23.4","1.1","10.2","0.7","11.6","0.9","91546","2115","115534","2812","(X)","(X)","36.0","(X)","(X)","(X)","294871","5832","1.2","0.3","0.5","0.2","2.4","0.4","3.4","0.5","8.4","0.8","15.5","0.9","15.3","0.9","27.0","1.3","12.2","0.9","14.1","1.0","104055","2209","129513","3053","(X)","(X)","(X)","(X)","(X)","(X)","240708","5887","8.0","1.0","7.1","0.8","13.3","1.1","11.5","1.0","13.7","1.2","17.9","1.4","11.1","1.1","10.4","1.2","3.4","0.7","3.6","0.7","45735","1841","63378","2130","(X)","(X)","(X)","(X)","32.7","(X)",
"0400000US24","Maryland","2384715","7944","5.1","0.3","2.5","0.2","4.3","0.2","4.9","0.3","8.0","0.3","13.9","0.4","11.9","0.4","19.1","0.4","11.7","0.4","18.7","0.4","98678","1292","129366","1343","36.8","(X)","(X)","(X)","(X)","(X)","1533915","12645","2.7","0.3","1.4","0.2","2.5","0.2","3.3","0.3","6.5","0.4","12.3","0.5","11.4","0.5","20.7","0.6","14.4","0.5","24.8","0.5","121875","1656","154194","1776","(X)","(X)","38.5","(X)","(X)","(X)","1092004","13094","1.2","0.2","0.8","0.2","1.5","0.2","2.0","0.2","4.5","0.3","9.3","0.5","10.6","0.5","21.6","0.6","17.0","0.6","31.7","0.7","146333","1862","178757","2138","(X)","(X)","(X)","(X)","(X)","(X)","850800","12037","9.7","0.7","4.8","0.5","7.9","0.6","8.2","0.7","11.3","0.7","17.9","0.9","12.6","0.7","15.7","0.7","6.2","0.4","5.6","0.5","60660","1048","77885","1597","(X)","(X)","(X)","(X)","31.9","(X)",
"0400000US25","Massachusetts","2800984","8760","4.7","0.3","3.5","0.2","5.8","0.3","5.1","0.2","7.4","0.3","12.6","0.4","10.9","0.3","17.7","0.5","11.1","0.3","21.1","0.4","99858","1355","138516","1158","39.6","(X)","(X)","(X)","(X)","(X)","1730855","15654","2.5","0.2","1.5","0.2","3.3","0.3","3.8","0.3","5.8","0.3","11.4","0.5","10.6","0.4","19.6","0.6","13.6","0.4","27.9","0.6","126104","1413","168151","1660","(X)","(X)","42.3","(X)","(X)","(X)","1269734","16030","1.1","0.2","0.7","0.1","1.8","0.2","2.2","0.3","3.9","0.3","9.7","0.5","9.8","0.5","20.4","0.7","15.6","0.5","34.9","0.7","151403","1927","195131","2186","(X)","(X)","(X)","(X)","(X)","(X)","1070129","14799","8.8","0.6","6.9","0.5","10.2","0.6","7.7","0.5","10.5","0.6","15.3","0.7","11.2","0.5","14.2","0.6","6.5","0.4","8.7","0.5","59594","2091","84654","1808","(X)","(X)","(X)","(X)","34.0","(X)",
"0400000US26","Michigan","4107809","11889","5.8","0.2","3.9","0.2","7.2","0.2","7.3","0.2","11.8","0.3","17.7","0.3","13.1","0.3","16.8","0.3","7.9","0.2","8.6","0.2","69183","694","93806","762","35.2","(X)","(X)","(X)","(X)","(X)","2566352","17950","3.4","0.2","1.8","0.2","4.2","0.2","5.1","0.3","9.6","0.3","17.2","0.4","14.9","0.3","21.0","0.4","10.8","0.3","12.0","0.3","88499","914","114255","1160","(X)","(X)","36.9","(X)","(X)","(X)","1896709","16853","1.4","0.1","0.9","0.1","2.4","0.2","3.3","0.2","7.3","0.3","16.1","0.4","15.6","0.4","24.3","0.5","13.3","0.4","15.3","0.4","104537","861","131216","1314","(X)","(X)","(X)","(X)","(X)","(X)","1541457","18029","10.7","0.4","7.7","0.4","12.6","0.4","11.4","0.4","16.2","0.4","18.5","0.5","9.5","0.4","8.5","0.3","2.6","0.2","2.3","0.2","41497","493","56097","969","(X)","(X)","(X)","(X)","31.1","(X)",
"0400000US27","Minnesota","2344432","8041","3.8","0.2","2.9","0.2","5.5","0.3","5.8","0.3","9.7","0.3","16.2","0.4","14.0","0.3","19.4","0.4","10.4","0.3","12.3","0.4","85086","768","113293","1190","31.6","(X)","(X)","(X)","(X)","(X)","1447372","12060","1.8","0.1","1.2","0.1","2.6","0.2","3.4","0.2","7.1","0.4","14.4","0.5","14.9","0.4","23.4","0.6","13.9","0.4","17.3","0.5","108215","1324","138533","1613","(X)","(X)","32.5","(X)","(X)","(X)","1140240","11425","0.8","0.1","0.6","0.1","1.4","0.1","2.2","0.2","5.1","0.3","12.4","0.4","14.7","0.4","25.6","0.6","16.2","0.5","20.9","0.6","122974","953","154644","1914","(X)","(X)","(X)","(X)","(X)","(X)","897060","11988","7.7","0.5","6.0","0.3","10.4","0.6","9.9","0.6","15.0","0.6","20.0","0.7","12.1","0.7","11.4","0.6","3.9","0.4","3.5","0.3","50692","588","67500","1323","(X)","(X)","(X)","(X)","28.9","(X)",
"0400000US28","Mississippi","1166617","7610","7.4","0.4","6.4","0.5","10.3","0.5","9.2","0.5","13.0","0.6","16.8","0.6","12.2","0.6","13.9","0.5","5.3","0.4","5.5","0.3","54203","1260","76305","1398","40.4","(X)","(X)","(X)","(X)","(X)","753239","12120","4.4","0.4","2.9","0.4","7.4","0.6","7.3","0.5","12.2","0.7","17.3","0.7","15.0","0.7","18.4","0.8","7.4","0.6","7.7","0.5","72259","1691","92919","2083","(X)","(X)","43.2","(X)","(X)","(X)","507946","10999","1.4","0.3","1.1","0.2","3.7","0.5","5.0","0.5","9.9","0.8","16.8","0.7","17.7","0.8","23.7","1.0","9.8","0.8","10.7","0.8","91615","1545","113147","2799","(X)","(X)","(X)","(X)","(X)","(X)","413378","9296","13.7","0.9","12.9","1.1","16.1","1.1","13.2","0.9","14.9","1.0","15.6","1.0","6.3","0.6","4.9","0.6","1.0","0.3","1.3","0.3","30283","834","42954","1457","(X)","(X)","(X)","(X)","34.1","(X)",
"0400000US29","Missouri","2556271","10804","4.9","0.2","3.6","0.2","7.2","0.3","8.0","0.3","12.4","0.3","17.9","0.4","13.1","0.4","17.3","0.4","7.4","0.3","8.1","0.3","68545","900","93074","1000","33.9","(X)","(X)","(X)","(X)","(X)","1587271","14881","2.7","0.2","1.5","0.2","3.9","0.3","5.7","0.3","10.1","0.4","17.6","0.5","15.0","0.5","22.0","0.6","10.2","0.4","11.4","0.4","88850","1001","113860","1355","(X)","(X)","35.1","(X)","(X)","(X)","1190753","13434","1.2","0.2","0.7","0.1","2.4","0.2","3.7","0.3","7.8","0.4","16.0","0.5","15.9","0.6","25.4","0.8","12.4","0.5","14.4","0.5","103254","964","129879","1530","(X)","(X)","(X)","(X)","(X)","(X)","969000","13758","9.2","0.5","7.5","0.4","13.2","0.6","12.5","0.6","16.7","0.6","18.7","0.9","9.4","0.5","8.3","0.5","2.4","0.3","2.2","0.2","41014","495","55229","1091","(X)","(X)","(X)","(X)","30.8","(X)",
"0400000US30","Montana","472867","4532","4.7","0.5","3.6","0.4","7.6","0.6","8.1","0.6","11.3","0.8","18.1","1.0","13.5","0.8","17.8","1.0","7.4","0.6","8.0","0.6","70804","1475","94069","2158","33.9","(X)","(X)","(X)","(X)","(X)","286269","5757","2.8","0.5","1.1","0.3","3.7","0.5","5.4","0.7","9.6","0.9","18.1","1.3","15.8","1.0","22.8","1.4","10.0","0.9","10.7","0.9","88591","2908","113037","3012","(X)","(X)","35.3","(X)","(X)","(X)","228589","6146","1.2","0.3","0.5","0.2","2.7","0.5","4.2","0.6","8.0","0.8","17.4","1.4","16.0","1.0","25.5","1.4","11.9","1.0","12.7","1.0","100020","2644","124585","3674","(X)","(X)","(X)","(X)","(X)","(X)","186598","5989","8.8","1.1","7.5","1.0","13.5","1.3","12.6","1.3","14.3","1.3","18.2","1.6","9.6","1.3","9.5","1.2","2.5","0.6","3.6","0.8","41938","1419","61521","2876","(X)","(X)","(X)","(X)","30.9","(X)",
"0400000US31","Nebraska","813864","4244","4.5","0.4","3.2","0.3","6.5","0.5","6.7","0.4","11.2","0.6","18.2","0.7","14.0","0.6","18.3","0.6","8.3","0.4","9.2","0.5","74590","1340","101268","1939","34.2","(X)","(X)","(X)","(X)","(X)","507500","5889","2.4","0.4","1.2","0.2","3.0","0.4","4.6","0.5","7.9","0.6","16.7","0.8","16.4","0.7","23.2","0.9","11.4","0.6","13.2","0.7","96439","1345","124408","2846","(X)","(X)","35.5","(X)","(X)","(X)","398895","6160","1.1","0.3","0.5","0.1","2.0","0.4","2.7","0.4","5.7","0.5","15.1","0.8","17.4","0.8","26.5","1.1","13.3","0.8","15.8","0.9","107610","1623","138555","3199","(X)","(X)","(X)","(X)","(X)","(X)","306364","6286","8.7","0.9","6.9","0.6","12.5","0.9","11.4","0.9","17.3","1.3","20.9","1.2","9.1","0.8","9.1","0.9","2.2","0.4","2.1","0.4","42849","1464","58598","2107","(X)","(X)","(X)","(X)","30.7","(X)",
"0400000US32","Nevada","1224685","6784","5.5","0.4","2.5","0.3","6.0","0.4","7.2","0.5","10.6","0.5","17.4","0.7","13.7","0.6","18.2","0.6","8.8","0.5","10.2","0.5","76364","1451","103067","1758","37.5","(X)","(X)","(X)","(X)","(X)","767682","11333","3.2","0.4","1.4","0.3","4.2","0.4","5.5","0.5","9.7","0.6","16.3","0.7","15.0","0.9","21.0","0.8","11.1","0.6","12.6","0.7","90232","1386","118125","2236","(X)","(X)","39.5","(X)","(X)","(X)","528265","10342","1.5","0.4","0.8","0.3","2.5","0.4","3.2","0.5","7.5","0.7","14.7","0.9","15.0","1.0","24.1","1.0","13.9","0.8","16.7","1.0","107635","2306","138100","2992","(X)","(X)","(X)","(X)","(X)","(X)","457003","10062","10.1","0.9","4.6","0.5","10.1","0.9","11.1","1.0","13.3","1.0","18.9","1.2","11.3","0.9","11.5","0.9","4.1","0.6","5.0","0.6","50647","1281","70899","2127","(X)","(X)","(X)","(X)","32.3","(X)",
"0400000US33","New Hampshire","569493","5108","3.5","0.5","2.4","0.4","4.8","0.5","5.9","0.5","7.9","0.6","14.2","0.7","13.0","0.8","20.2","0.9","12.5","0.7","15.7","0.7","96838","2243","124500","2387","32.5","(X)","(X)","(X)","(X)","(X)","367335","5888","2.1","0.5","1.0","0.4","2.3","0.5","2.8","0.5","6.6","0.7","12.5","0.9","13.7","1.0","22.9","1.2","15.3","0.9","20.8","1.1","116546","2928","148204","3506","(X)","(X)","33.1","(X)","(X)","(X)","292316","6059","0.7","0.2","0.4","0.2","1.4","0.4","1.9","0.4","5.3","0.7","9.8","0.9","13.6","1.1","24.7","1.4","17.6","1.2","24.6","1.3","133780","2798","163967","3726","(X)","(X)","(X)","(X)","(X)","(X)","202158","6453","6.6","1.0","5.1","0.9","9.8","1.1","12.2","1.2","11.0","1.2","18.5","1.5","11.3","1.2","14.5","1.5","6.2","1.0","4.8","0.8","55035","2349","74525","2332","(X)","(X)","(X)","(X)","29.9","(X)",
"0400000US34","New Jersey","3538457","8891","4.3","0.2","2.8","0.2","5.1","0.2","5.2","0.2","7.9","0.3","13.2","0.3","11.6","0.3","18.1","0.4","11.4","0.3","20.4","0.3","99781","1061","138153","1238","39.6","(X)","(X)","(X)","(X)","(X)","2395738","16494","2.5","0.2","1.5","0.1","3.4","0.2","3.6","0.3","6.7","0.4","11.7","0.4","11.2","0.4","19.7","0.5","13.6","0.3","26.2","0.4","121944","1075","161739","1545","(X)","(X)","42.2","(X)","(X)","(X)","1755631","17975","1.1","0.1","0.8","0.1","1.8","0.2","2.2","0.2","4.9","0.4","9.4","0.4","10.5","0.4","20.5","0.6","16.0","0.4","32.9","0.5","146672","1329","188089","2008","(X)","(X)","(X)","(X)","(X)","(X)","1142719","16062","8.8","0.4","5.6","0.4","9.3","0.5","9.1","0.5","11.3","0.5","17.2","0.6","12.3","0.6","13.6","0.6","6.1","0.5","6.6","0.5","58033","1387","81483","1991","(X)","(X)","(X)","(X)","32.5","(X)",
"0400000US35","New Mexico","856580","6374","6.7","0.5","5.0","0.5","8.8","0.6","8.3","0.5","11.8","0.7","17.6","0.9","12.7","0.7","14.6","0.7","7.1","0.6","7.3","0.5","62268","1281","85782","1706","36.1","(X)","(X)","(X)","(X)","(X)","524550","9226","5.1","0.6","3.0","0.4","6.5","0.6","7.4","0.6","11.1","0.8","16.8","1.0","13.8","0.8","17.7","1.0","9.1","0.7","9.5","0.8","75197","1813","98871","2145","(X)","(X)","38.7","(X)","(X)","(X)","350569","7855","1.7","0.4","1.6","0.4","3.7","0.6","5.3","0.6","8.7","0.8","16.3","1.1","15.4","0.9","21.8","1.4","12.2","1.1","13.2","1.1","95566","2107","120087","3078","(X)","(X)","(X)","(X)","(X)","(X)","332030","8760","11.2","1.0","8.3","1.0","13.6","1.0","10.2","0.9","13.3","1.2","18.2","1.3","10.2","1.0","8.9","0.9","3.1","0.6","3.1","0.5","42058","1293","59694","2479","(X)","(X)","(X)","(X)","30.1","(X)",
"0400000US36","New York","7809267","17008","6.4","0.2","4.0","0.1","6.4","0.2","6.4","0.2","9.2","0.2","14.1","0.3","11.5","0.2","16.4","0.2","9.8","0.2","15.9","0.2","82095","500","122227","894","42.7","(X)","(X)","(X)","(X)","(X)","4751812","23967","3.8","0.2","2.0","0.1","4.5","0.2","5.1","0.2","8.1","0.3","13.4","0.3","12.0","0.3","18.8","0.3","12.1","0.3","20.1","0.3","102038","755","144786","1410","(X)","(X)","46.4","(X)","(X)","(X)","3290690","26205","1.7","0.2","1.1","0.1","2.9","0.2","3.5","0.2","6.1","0.2","11.5","0.3","11.7","0.4","20.6","0.4","14.7","0.4","26.2","0.4","125845","1127","172336","1841","(X)","(X)","(X)","(X)","(X)","(X)","3057455","24026","10.9","0.3","7.3","0.3","9.8","0.3","9.0","0.3","11.5","0.4","15.6","0.4","10.7","0.3","12.0","0.4","5.4","0.3","7.9","0.3","51619","649","80955","1214","(X)","(X)","(X)","(X)","35.7","(X)",
"0400000US37","North Carolina","4392669","15675","5.2","0.2","3.6","0.2","7.0","0.3","7.5","0.2","11.9","0.3","17.5","0.4","13.0","0.3","16.5","0.3","7.9","0.2","9.7","0.2","70804","547","98139","757","37.1","(X)","(X)","(X)","(X)","(X)","2826531","21544","3.2","0.2","1.8","0.2","4.3","0.2","5.9","0.3","10.2","0.3","16.8","0.4","14.1","0.4","20.4","0.4","10.1","0.3","13.1","0.3","87911","1172","117061","1063","(X)","(X)","38.2","(X)","(X)","(X)","2080906","18428","1.3","0.2","0.9","0.1","2.5","0.2","4.0","0.2","7.7","0.3","15.6","0.5","14.8","0.5","23.6","0.5","12.6","0.4","16.9","0.4","105117","1187","136208","1374","(X)","(X)","(X)","(X)","(X)","(X)","1566138","20673","9.6","0.5","7.2","0.5","12.4","0.5","11.2","0.5","15.4","0.5","18.8","0.6","10.2","0.5","8.7","0.5","3.4","0.3","3.1","0.3","43431","871","60157","898","(X)","(X)","(X)","(X)","33.8","(X)",
